N1C1W4_I.BPP|100|[95, 92, 91, 91, 90, 88, 87, 87, 86, 86, 85, 81, 79, 76, 76, 76, 72, 72, 69, 65, 63, 63, 63, 63, 61, 61, 59, 59, 58, 56, 54, 54, 52, 51, 50, 47, 47, 45, 45, 45, 43, 40, 40, 36, 35, 35, 34, 32, 32, 31]|50|3098|5|20211230 053032 259833|20211230 053032 259953||35 bins||
N1C1W2_S.BPP|100|[99, 99, 98, 96, 95, 93, 92, 91, 91, 91, 88, 86, 84, 84, 84, 80, 80, 79, 78, 77, 76, 76, 73, 72, 71, 71, 69, 68, 67, 64, 64, 61, 59, 58, 54, 52, 49, 49, 41, 40, 38, 31, 31, 29, 28, 27, 27, 27, 22, 20]|50|3279|5|20211230 053032 260512|20211230 053032 260639||37 bins||
N1C2W1_P.BPP|120|[97, 96, 94, 94, 93, 80, 79, 78, 77, 77, 76, 76, 72, 72, 71, 70, 67, 67, 63, 60, 59, 55, 54, 52, 51, 49, 48, 47, 46, 43, 34, 32, 28, 27, 27, 26, 25, 23, 22, 20, 17, 14, 13, 12, 12, 10, 5, 4, 3, 2]|50|2419|5|20211230 053032 261047|20211230 053032 261159||21 bins||
N1C1W4_L.BPP|100|[100, 99, 98, 98, 97, 96, 95, 91, 91, 90, 88, 88, 87, 86, 81, 80, 79, 76, 75, 67, 66, 65, 65, 64, 60, 59, 59, 58, 57, 57, 55, 53, 53, 50, 49, 49, 49, 46, 44, 43, 42, 38, 37, 37, 36, 35, 34, 34, 31, 30]|50|3217|5|20211230 053032 261587|20211230 053032 261718||35 bins||
N1C2W2_M.BPP|120|[100, 99, 99, 99, 97, 95, 95, 94, 93, 92, 92, 88, 86, 86, 86, 84, 79, 78, 78, 77, 76, 69, 68, 65, 61, 60, 58, 57, 57, 55, 54, 54, 53, 53, 52, 52, 51, 48, 47, 43, 43, 40, 39, 38, 36, 34, 33, 28, 27, 25]|50|3273|5|20211230 053032 262141|20211230 053032 262254||30 bins||
N1C3W2_I.BPP|150|[96, 95, 91, 89, 87, 86, 85, 81, 78, 78, 68, 67, 66, 66, 65, 62, 61, 60, 60, 59, 58, 56, 54, 51, 50, 50, 49, 49, 49, 48, 47, 46, 46, 46, 45, 45, 44, 41, 41, 41, 40, 36, 35, 34, 33, 32, 31, 27, 26, 26]|50|2776|5|20211230 053032 262636|20211230 053032 262737||20 bins||
N1C3W1_D.BPP|150|[99, 96, 95, 95, 92, 91, 90, 86, 86, 86, 85, 80, 77, 77, 76, 76, 71, 70, 70, 69, 68, 64, 64, 61, 60, 60, 56, 55, 53, 52, 50, 48, 44, 41, 40, 38, 38, 37, 35, 21, 19, 14, 12, 9, 6, 6, 6, 4, 3, 2]|50|2733|5|20211230 053032 263127|20211230 053032 263223||19 bins||
N1C1W2_E.BPP|100|[99, 96, 94, 94, 90, 90, 90, 90, 87, 86, 85, 85, 84, 84, 84, 84, 84, 83, 81, 81, 79, 71, 71, 70, 65, 65, 65, 63, 62, 59, 51, 51, 50, 49, 49, 49, 47, 45, 44, 43, 41, 35, 35, 33, 31, 27, 23, 23, 22, 22]|50|3191|5|20211230 053032 263680|20211230 053032 263796||36 bins||
N1C1W4_H.BPP|100|[100, 100, 99, 98, 98, 97, 96, 92, 91, 91, 91, 87, 86, 85, 83, 83, 81, 79, 78, 78, 75, 75, 75, 74, 73, 73, 70, 66, 66, 65, 64, 64, 63, 62, 61, 60, 59, 56, 55, 54, 46, 45, 44, 41, 37, 35, 34, 32, 31, 30]|50|3478|5|20211230 053032 264240|20211230 053032 264360||40 bins||
N1C2W4_I.BPP|120|[97, 92, 91, 88, 87, 86, 85, 85, 84, 84, 84, 83, 80, 80, 79, 78, 76, 76, 76, 76, 75, 75, 75, 74, 74, 74, 72, 71, 71, 70, 67, 63, 59, 59, 57, 55, 55, 54, 50, 49, 44, 42, 40, 38, 37, 35, 31, 31, 30, 30]|50|3324|5|20211230 053032 264794|20211230 053032 264924||35 bins||
